model_name,experiment,episode_id,scene,evaluation_mode,sensor_profile,comparison_track,camera_horizontal_fov_degrees,model_inputs,model_runtime,derived_inputs,model_internal_3d_perception,external_local_avoidance,uses_shared_path_follower,uses_shared_velocity_filter,instruction,seed,pedestrian_count,official_pedestrian_count,effective_pedestrian_count,success,termination_reason,failure_attribution,navigation_error,start_pose,final_pose,spl,path_length,duration,physical_collision_count,pedestrian_collision_count,collision_rate,stuck_count,recovery_count,mean_inference_latency,p50_inference_latency,p95_inference_latency,max_inference_latency,mean_vlm_latency,mean_action_expert_latency,mean_control_frequency,minimum_control_frequency,direct_velocity,execution_profile,desired_speed,high_level_controller,model_native_high_level
ticvla,dynanav_nonoutdoor_retry,dynanav_021,hospital,trajectory_normalized,rgb_only,rgb_only,90.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Exit the room and turn right to enter the hallway. Continue straight ahead and to the end of the hallway.,666,0,0,0,True,success,success,1.486543813,"[23.25067901611328, -0.901698648929596]","[19.202146530151367, 22.6646671295166]",0.826240002741359,30.39428597423899,31.360000000000003,0,0,0.0,0,0,0.03558303265796079,0.028950992040336132,0.06953633651137348,1.0762665271759033,0.03428268926097201,0.0013003434173992606,20.031348584500442,17.8089566141737,False,,,,
ticvla,dynanav_nonoutdoor_retry,dynanav_022,hospital,trajectory_normalized,rgb_only,rgb_only,90.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Exit the room and turn right to enter the hallway. Continue straight ahead and to the end of the hallway.,666,0,10,0,False,timeout,inconclusive_timeout,60.941348924,"[23.252695083618164, -0.9015347361564636]","[-40.952247619628906, 24.286678314208984]",0.0,96.24760405549425,130.06,4,0,0.03075503613716746,1,1,0.03480034996555176,0.029594214633107185,0.08210122734308234,1.1058034896850586,0.03339179982580507,0.0014085501978178222,20.006476369192548,18.216145015495886,False,,,,
ticvla,dynanav_nonoutdoor_retry,dynanav_023,hospital,trajectory_normalized,rgb_only,rgb_only,90.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Exit the room and turn right to enter the hallway. Continue straight ahead and to the end of the hallway.,666,0,20,0,True,success,success,1.4935102,"[23.251079559326172, -0.9016655683517456]","[19.088424682617188, 22.816951751708984]",0.8758369251539655,28.67313908967757,29.3,0,0,0.0,0,0,0.03596354120180582,0.029111772775650024,0.06580616682767866,1.088970422744751,0.03460540063030213,0.001358140732943752,20.03649348605554,18.340902764812007,False,,,,
ticvla,dynanav_nonoutdoor_retry,dynanav_025,hospital,trajectory_normalized,rgb_only,rgb_only,90.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Exit the room and turn right to enter the hallway. Continue straight ahead and to the end of the hallway.,666,0,40,0,True,success,success,1.499055855,"[23.253902435302734, -0.9014310240745544]","[19.159412384033203, 22.758798599243164]",0.8864965123244014,28.328511910170917,29.12,0,0,0.0,0,0,0.03569961873676246,0.02972632832825184,0.05925489887595174,1.089065432548523,0.0343847674162986,0.0013148509946655047,20.031446188757318,19.03804201657388,False,,,,
ticvla,dynanav_nonoutdoor_retry,dynanav_026,office,trajectory_normalized,rgb_only,rgb_only,90.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Go straight ahead and stop at the nearest elevator.,666,0,0,0,True,success,success,1.495448977,"[-2.8811159133911133, 9.563855171203613]","[-13.603591918945312, 0.29962125420570374]",1.0,14.483245519521777,15.32,0,0,0.0,0,0,0.03806016381297793,0.029677782207727432,0.04251688867807388,1.0854071378707886,0.036665860120029675,0.001394303656518966,20.049083903662424,19.831645986789077,False,,,,
ticvla,dynanav_nonoutdoor_retry,dynanav_027,office,trajectory_normalized,rgb_only,rgb_only,90.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Go straight ahead and stop at the nearest elevator.,666,0,10,0,False,timeout,inconclusive_timeout,16.216314215,"[-2.8801803588867188, 9.565110206604004]","[0.34496837854385376, 7.4049224853515625]",0.0,43.52779301198457,60.099999999999994,0,0,0.0,0,0,0.03449547203774212,0.029498528689146042,0.06481145024299614,1.087870717048645,0.03313154369717886,0.0013639283100409167,20.01068755102439,18.864239220719238,False,,,,
ticvla,dynanav_nonoutdoor_retry,dynanav_028,office,trajectory_normalized,rgb_only,rgb_only,90.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Go straight ahead and stop at the nearest elevator.,666,0,20,0,False,timeout,inconclusive_timeout,19.59909469,"[-2.8811159133911133, 9.563855171203613]","[3.137775182723999, 9.296061515808105]",0.0,47.08795861024832,70.01999999899999,0,0,0.0,0,0,0.03538782992178485,0.029586510732769966,0.08118243813514704,1.1110106706619263,0.03407501432007182,0.0013128157361030235,20.012052088670323,19.705054769963,False,,,,
ticvla,dynanav_nonoutdoor_retry,dynanav_029,office,trajectory_normalized,rgb_only,rgb_only,90.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Go straight ahead and stop at the nearest elevator.,666,0,30,0,True,success,success,1.494311216,"[-2.8808839321136475, 9.564170837402344]","[-12.976546287536621, 0.2666260302066803]",0.8864177863251759,16.979074950957468,20.579999998999998,0,0,0.0,0,0,0.0366385821531068,0.029592569917440414,0.04748772084712982,1.1053951978683472,0.035297923207060614,0.0013406586379220533,20.048533840139235,19.577352312457542,False,,,,
ticvla,dynanav_nonoutdoor_retry,dynanav_030,office,trajectory_normalized,rgb_only,rgb_only,90.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Go straight ahead and stop at the nearest elevator.,666,0,40,0,True,success,success,1.495478572,"[-2.880650281906128, 9.564485549926758]","[-12.791352272033691, 0.20824433863162994]",1.0,13.92231440921695,14.840000000000002,0,0,0.0,0,0,0.03927288040466292,0.02933179959654808,0.059339154697954595,1.0907354354858398,0.03792817094428858,0.0013447088487839826,20.06561414415779,18.235278758587793,False,,,,
ticvla,dynanav_nonoutdoor_retry,dynanav_031,office,trajectory_normalized,rgb_only,rgb_only,90.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Turn right and follow the blue carpet to the end of the hallway. Enter the room with the reception desk.,666,0,0,0,False,timeout,inconclusive_timeout,13.710653883,"[-8.152487754821777, 52.20355224609375]","[-1.808223009109497, 24.528759002685547]",0.0,34.720656087584814,65.10000000000001,8,0,0.12288786482334868,1,1,0.035410526404186474,0.02929965127259493,0.0788511924445629,1.0821436643600464,0.03404412625596908,0.0013664001675591246,20.01072390285121,19.184355209380698,False,,,,
