model_name,experiment,episode_id,scene,evaluation_mode,sensor_profile,comparison_track,camera_horizontal_fov_degrees,model_inputs,model_runtime,derived_inputs,model_internal_3d_perception,external_local_avoidance,uses_shared_path_follower,uses_shared_velocity_filter,instruction,seed,pedestrian_count,official_pedestrian_count,effective_pedestrian_count,success,termination_reason,failure_attribution,navigation_error,start_pose,final_pose,spl,path_length,duration,physical_collision_count,pedestrian_collision_count,collision_rate,stuck_count,recovery_count,mean_inference_latency,p50_inference_latency,p95_inference_latency,max_inference_latency,mean_vlm_latency,mean_action_expert_latency,mean_control_frequency,minimum_control_frequency,direct_velocity
dualvln,fix_dual_uninavid_20260829,simple_forward_3m_standard,hospital,trajectory_normalized,rgb_d,rgb_d,79.0,"[""rgb"",""depth"",""camera_info"",""motion_state"",""instruction""]","{""sensors"":[""rgb"",""depth"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Move straight forward for 3 meters, then stop.",1,0,0,0,True,success,success,1.499823114,"[8.019787788391113, -0.004320465959608555]","[9.774996757507324, -0.869994044303894]",1.0,2.331592856535599,7.68,1,0,0.13020833333333334,0,0,0.835253964770924,0.7992714047431946,1.2016737461090088,1.2023959159851074,,,20.21226781809386,19.82062024878492,False
uninavid,fix_dual_uninavid_20260829,simple_forward_3m_standard,hospital,trajectory_normalized,rgb_only,rgb_only,90.0,"[""rgb"",""instruction""]","{""frame_sample_hz"":1.0,""do_sample"":true,""temperature"":0.2,""max_new_tokens"":1024,""predicted_action_limit"":4,""executed_action_limit"":2,""sensors"":[""rgb""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Move straight forward for 3 meters, then stop.",1,0,0,0,False,failed,collision_or_scene_contact,1.938567535,"[8.019413948059082, -0.004332470707595348]","[9.321566581726074, -0.9668850302696228]",0.0,2.11101867104394,10.399999998999998,2,0,0.19230769232618347,0,0,0.24928505718708038,0.17390397191047668,0.3977104425430298,0.422577828168869,,,20.112599149939218,19.821978384237966,False
