model_name,experiment,episode_id,scene,evaluation_mode,sensor_profile,comparison_track,camera_horizontal_fov_degrees,model_inputs,model_runtime,derived_inputs,model_internal_3d_perception,external_local_avoidance,uses_shared_path_follower,uses_shared_velocity_filter,instruction,seed,pedestrian_count,success,navigation_error,spl,path_length,duration,physical_collision_count,pedestrian_collision_count,collision_rate,stuck_count,recovery_count,mean_inference_latency,p50_inference_latency,p95_inference_latency,max_inference_latency,mean_vlm_latency,mean_action_expert_latency,mean_control_frequency,minimum_control_frequency,direct_velocity,official_pedestrian_count,effective_pedestrian_count,termination_reason,failure_attribution,start_pose,final_pose
ticvla,dynanav_full85_20260824,dynanav_027,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Go straight ahead and stop at the nearest elevator.,666,10,False,14.210420928,0.0,19.625082532324754,60.039999999,213,0,3.5476349101190476,6,5,1.0932516281803448,1.094055950641632,1.131248414516449,1.157897710800171,1.0923802244166534,0.0008713994757272303,20.01431672249037,19.38016156292054,False,,,,,,
ticvla,dynanav_full85_20260824,dynanav_028,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Go straight ahead and stop at the nearest elevator.,666,20,False,9.946893376,0.0,17.544940344506816,70.02,422,0,6.026849471579549,10,9,1.084819237391154,1.0886502265930176,1.1291746497154236,1.1537176370620728,1.0839401752025157,0.0008790616191470543,20.0129272819498,18.91185319992589,False,,,,,,
ticvla,dynanav_full85_20260824,dynanav_029,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Go straight ahead and stop at the nearest elevator.,666,30,False,10.389497879,0.0,43.47055525242437,80.12000000100001,118,2,1.4727908137609484,0,0,1.0905806180089712,1.0906850099563599,1.132904326915741,1.160155177116394,1.08968997746706,0.0008906394496079884,20.01545219544504,19.010243104596487,False,,,,,,
ticvla,dynanav_full85_20260824,dynanav_030,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Go straight ahead and stop at the nearest elevator.,666,40,False,14.17801513,0.0,17.576858208541978,90.01999999899999,336,1,3.7325038880663466,3,2,1.0859788981350986,1.0857998132705688,1.129281210899353,1.1437549591064453,1.0850810354406184,0.0008978648860189882,20.00951037665871,19.665013968000952,False,,,,,,
ticvla,dynanav_full85_20260824,dynanav_031,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Turn right and follow the blue carpet to the end of the hallway. Enter the room with the reception desk.,666,0,False,31.93578884,0.0,35.229273706675194,65.02000000000001,50,0,0.768994155644417,0,0,1.0841393801245358,1.0828713178634644,1.1164226531982422,1.1678370237350464,1.0832490708568308,0.0008903063538641033,20.016152349719405,19.57464570766578,False,,,,,,
ticvla,dynanav_full85_20260824,dynanav_032,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Turn right and follow the blue carpet to the end of the hallway. Enter the room with the reception desk.,666,10,True,1.495001465,0.9550001462132549,43.61214303245658,52.56,67,1,1.2747336377473364,0,0,1.0777763746402882,1.0782281160354614,1.1281843185424805,1.153659701347351,1.0769228508443007,0.000853517831498642,20.02745855344728,19.72603690805892,False,,,,,,
ticvla,dynanav_full85_20260824,dynanav_033,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Turn right and follow the blue carpet to the end of the hallway. Enter the room with the reception desk.,666,20,False,25.949337472,0.0,27.804330665029838,85.02,47,0,0.5528111032698189,5,5,1.0854669782850477,1.0844056606292725,1.119128942489624,1.1626839637756348,1.0845746428878218,0.000892332405783236,20.010226369061463,19.481088857737454,False,,,,,,
ticvla,dynanav_full85_20260824,dynanav_034,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Turn right and follow the blue carpet to the end of the hallway. Enter the room with the reception desk.,666,30,False,2.533822211,0.0,46.29467254103583,95.139999999,234,2,2.45953331934475,0,0,1.0841408507029215,1.0855367183685303,1.119467669725418,1.13572359085083,1.0832601984341939,0.0008806512683319548,20.01019758843248,19.603477670639354,False,,,,,,
ticvla,dynanav_full85_20260824,dynanav_035,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Turn right and follow the blue carpet to the end of the hallway. Enter the room with the reception desk.,666,40,False,2.533516039,0.0,44.4779269751343,105.10000000000001,207,4,1.9695528068506183,12,12,1.0846381829884237,1.0855132341384888,1.1211042284965516,1.1502342224121094,1.0837589509472876,0.0008792273559423532,20.01154543640258,19.27333216338754,False,,,,,,
ticvla,dynanav_full85_20260824,dynanav_036,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Go straight ahead through the hallway, then turn left at the end to approach the red emergency exit door.",666,0,False,6.016068386,0.0,16.415041835940304,80.04,58,0,0.7246376811594203,4,4,1.0959860490063045,1.095921277999878,1.132938313484192,1.184086561203003,1.0950706314852858,0.000915417514602089,20.01556883571438,19.481496834627283,False,,,,,,
