model_name,experiment,episode_id,scene,evaluation_mode,sensor_profile,comparison_track,camera_horizontal_fov_degrees,model_inputs,model_runtime,derived_inputs,model_internal_3d_perception,external_local_avoidance,uses_shared_path_follower,uses_shared_velocity_filter,instruction,seed,pedestrian_count,official_pedestrian_count,effective_pedestrian_count,success,termination_reason,navigation_error,start_pose,final_pose,spl,path_length,duration,physical_collision_count,pedestrian_collision_count,collision_rate,stuck_count,recovery_count,mean_inference_latency,p50_inference_latency,p95_inference_latency,max_inference_latency,mean_vlm_latency,mean_action_expert_latency,mean_control_frequency,minimum_control_frequency,direct_velocity
ticvla,ticvla_simple_diag_20260829,simple_forward_3m_standard,hospital,trajectory_normalized,rgb_only,rgb_only,90.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Move straight forward for 3 meters, then stop.",1,0,0,0,True,success,1.499946599,"[8.020156860351562, -0.00430847704410553]","[9.493240356445312, -0.06763309985399246]",1.0,1.7966727920907635,11.279999999,2,0,0.17730496455472564,0,0,0.05184151906226026,0.03028509672731161,0.06471367925405502,1.4330312013626099,0.050372045879301275,0.0014694739917391225,20.083002161672894,17.884475154656293,False
